[2025-06-12 17:34:20.665] ----------------------------------------------------------
[2025-06-12 17:34:20.665] > System restarted!
[2025-06-12 17:34:20.665] ----------------------------------------------------------
[2025-06-12 17:34:20.665] 阀设备：12
2025-06-12 17:34:20.881  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:24.939  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:25.137  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:25.347  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:25.563  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:25.767  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:25.972  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:26.197  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:26.380  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:26.577  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:26.780  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:27.004  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:27.184  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:27.397  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:27.598  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:27.797  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:28.002  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:28.224  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:28.409  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:28.613  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:28.813  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:29.011  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:29.215  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:29.423  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:29.623  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:29.831  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:30.029  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:30.235  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:30.444  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:30.639  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:30.844  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:31.048  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:31.254  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:31.558  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:31.655  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:31.864  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:32.071  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:32.268  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:32.487  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:32.706  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:32.888  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:33.094  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:33.307  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:33.506  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:33.707  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:33.902  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:34.121  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:34.311  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:34.515  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:34.719  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:34.923  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:35.127  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:35.327  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:35.536  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:35.748  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:35.962  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:36.164  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:36.360  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:36.565  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:36.778  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:36.964  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:37.167  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:37.373  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:37.578  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:37.790  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:37.993  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:38.187  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:38.395  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:38.609  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:38.814  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:39.019  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:39.244  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:39.417  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:39.621  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:39.837  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:40.028  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:40.240  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:40.443  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:40.637  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:40.841  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:41.051  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:41.253  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:41.452  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:41.657  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:41.860  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:42.065  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:42.268  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:42.483  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:42.687  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:42.900  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:43.094  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:43.296  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:43.502  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:43.710  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:43.909  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:44.122  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:44.308  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:44.512  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:44.716  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:44.921  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:45.136  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:45.330  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:45.545  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:45.745  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:45.959  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:46.160  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:46.363  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:46.558  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:46.779  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:46.973  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:47.177  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:47.371  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:47.583  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:47.777  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:47.989  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:48.182  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:48.397  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:48.602  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:48.797  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:48.998  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:49.197  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:49.401  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:49.613  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:49.808  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:50.009  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:50.212  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:50.419  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:50.621  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:50.823  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:51.035  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:51.230  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:51.433  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:51.637  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:51.853  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:52.058  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:52.263  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:52.467  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:52.681  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:52.896  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:53.108  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:53.293  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
2025-06-12 17:34:53.497  阀芯位移值: 1357, PWMA: 14446, PWMB: 14878, er: 0, isLVDT: 0, 外部模拟量: 36291, LVDT反馈电压: 37475
