[2025-05-22 16:49:30.476] ----------------------------------------------------------
[2025-05-22 16:49:30.477] > System restarted!
[2025-05-22 16:49:30.477] ----------------------------------------------------------
[2025-05-22 16:49:30.477] 阀设备：12
2025-05-22 16:49:30.684  阀芯位移值: 974, PWMA: 0, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 26982
2025-05-22 16:49:38.190  阀芯位移值: 1430, PWMA: 4600, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 39474
2025-05-22 16:49:38.402  阀芯位移值: 1444, PWMA: 5116, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 39884
2025-05-22 16:49:38.600  阀芯位移值: 1451, PWMA: 5788, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40062
2025-05-22 16:49:38.805  阀芯位移值: 1453, PWMA: 6510, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40116
2025-05-22 16:49:39.008  阀芯位移值: 1456, PWMA: 6998, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40205
2025-05-22 16:49:39.216  阀芯位移值: 1457, PWMA: 7458, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40241
2025-05-22 16:49:39.420  阀芯位移值: 1456, PWMA: 7705, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40205
2025-05-22 16:49:39.610  阀芯位移值: 1461, PWMA: 7698, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40348
2025-05-22 16:49:39.812  阀芯位移值: 1464, PWMA: 7691, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40419
2025-05-22 16:49:40.032  阀芯位移值: 1464, PWMA: 7684, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40419
2025-05-22 16:49:40.223  阀芯位移值: 1464, PWMA: 7677, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40437
2025-05-22 16:49:40.432  阀芯位移值: 1464, PWMA: 7677, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40419
2025-05-22 16:49:40.626  阀芯位移值: 1466, PWMA: 7670, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40491
2025-05-22 16:49:40.831  阀芯位移值: 1466, PWMA: 7663, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40491
2025-05-22 16:49:41.033  阀芯位移值: 1467, PWMA: 7663, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40509
2025-05-22 16:49:41.238  阀芯位移值: 1468, PWMA: 7649, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40526
2025-05-22 16:49:41.445  阀芯位移值: 1467, PWMA: 7649, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40509
2025-05-22 16:49:41.646  阀芯位移值: 1468, PWMA: 7642, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40544
2025-05-22 16:49:41.856  阀芯位移值: 1470, PWMA: 7634, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40580
2025-05-22 16:49:42.046  阀芯位移值: 1470, PWMA: 7634, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40598
2025-05-22 16:49:42.251  阀芯位移值: 1471, PWMA: 7627, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40616
2025-05-22 16:49:42.465  阀芯位移值: 1470, PWMA: 7620, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40580
2025-05-22 16:49:42.657  阀芯位移值: 1470, PWMA: 7620, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40598
2025-05-22 16:49:42.871  阀芯位移值: 1471, PWMA: 7606, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40616
2025-05-22 16:49:43.065  阀芯位移值: 1471, PWMA: 7599, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40633
2025-05-22 16:49:43.265  阀芯位移值: 1473, PWMA: 7599, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40669
2025-05-22 16:49:43.480  阀芯位移值: 1472, PWMA: 7592, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40651
2025-05-22 16:49:43.681  阀芯位移值: 1472, PWMA: 7585, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40651
2025-05-22 16:49:43.875  阀芯位移值: 1472, PWMA: 7585, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40651
2025-05-22 16:49:44.080  阀芯位移值: 1473, PWMA: 7578, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40669
2025-05-22 16:49:44.283  阀芯位移值: 1472, PWMA: 7578, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40651
2025-05-22 16:49:44.491  阀芯位移值: 1473, PWMA: 7571, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40669
2025-05-22 16:49:44.697  阀芯位移值: 1472, PWMA: 7564, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40651
2025-05-22 16:49:44.889  阀芯位移值: 1473, PWMA: 7564, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40669
2025-05-22 16:49:45.098  阀芯位移值: 1473, PWMA: 7557, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40669
2025-05-22 16:49:45.307  阀芯位移值: 1473, PWMA: 7550, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40687
2025-05-22 16:49:45.501  阀芯位移值: 1475, PWMA: 7550, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40723
2025-05-22 16:49:45.706  阀芯位移值: 1475, PWMA: 7543, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40723
2025-05-22 16:49:45.906  阀芯位移值: 1474, PWMA: 7535, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40705
2025-05-22 16:49:46.116  阀芯位移值: 1475, PWMA: 7535, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40723
2025-05-22 16:49:46.311  阀芯位移值: 1475, PWMA: 7535, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40723
2025-05-22 16:49:46.516  阀芯位移值: 1475, PWMA: 7521, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40723
2025-05-22 16:49:46.718  阀芯位移值: 1476, PWMA: 7521, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40758
2025-05-22 16:49:46.926  阀芯位移值: 1474, PWMA: 7514, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40705
2025-05-22 16:49:47.127  阀芯位移值: 1475, PWMA: 7514, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40741
2025-05-22 16:49:47.333  阀芯位移值: 1475, PWMA: 7507, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40723
2025-05-22 16:49:47.555  阀芯位移值: 1474, PWMA: 7500, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40705
2025-05-22 16:49:47.736  阀芯位移值: 1475, PWMA: 7500, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40741
2025-05-22 16:49:47.948  阀芯位移值: 1474, PWMA: 7493, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40705
2025-05-22 16:49:48.142  阀芯位移值: 1475, PWMA: 7486, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40741
2025-05-22 16:49:48.348  阀芯位移值: 1475, PWMA: 7486, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40741
2025-05-22 16:49:48.567  阀芯位移值: 1475, PWMA: 7479, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40723
2025-05-22 16:49:48.752  阀芯位移值: 1475, PWMA: 7472, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40723
2025-05-22 16:49:48.957  阀芯位移值: 1476, PWMA: 7465, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40758
2025-05-22 16:49:49.156  阀芯位移值: 1477, PWMA: 7465, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40776
2025-05-22 16:49:49.358  阀芯位移值: 1477, PWMA: 7451, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40776
2025-05-22 16:49:49.564  阀芯位移值: 1475, PWMA: 7451, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40741
2025-05-22 16:49:49.767  阀芯位移值: 1476, PWMA: 7436, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40758
2025-05-22 16:49:49.976  阀芯位移值: 1475, PWMA: 7429, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40723
2025-05-22 16:49:50.192  阀芯位移值: 1474, PWMA: 7429, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40705
2025-05-22 16:49:50.379  阀芯位移值: 1475, PWMA: 7422, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40741
2025-05-22 16:49:50.592  阀芯位移值: 1476, PWMA: 7422, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40758
2025-05-22 16:49:50.787  阀芯位移值: 1477, PWMA: 7422, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40794
2025-05-22 16:49:50.987  阀芯位移值: 1475, PWMA: 7415, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40741
2025-05-22 16:49:51.191  阀芯位移值: 1475, PWMA: 7422, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40741
2025-05-22 16:49:51.393  阀芯位移值: 1477, PWMA: 7415, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40776
2025-05-22 16:49:51.592  阀芯位移值: 1476, PWMA: 7415, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40758
2025-05-22 16:49:51.801  阀芯位移值: 1475, PWMA: 7415, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40741
2025-05-22 16:49:52.007  阀芯位移值: 1477, PWMA: 7415, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40776
2025-05-22 16:49:52.205  阀芯位移值: 1477, PWMA: 7415, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 40794
2025-05-22 16:49:52.412  阀芯位移值: 1495, PWMA: 7408, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 41276
2025-05-22 16:49:52.611  阀芯位移值: 1565, PWMA: 7401, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 43239
2025-05-22 16:49:52.826  阀芯位移值: 1639, PWMA: 7401, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45291
2025-05-22 16:49:53.018  阀芯位移值: 1640, PWMA: 7401, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45309
2025-05-22 16:49:53.218  阀芯位移值: 1641, PWMA: 7394, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45345
2025-05-22 16:49:53.420  阀芯位移值: 1640, PWMA: 7394, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45309
2025-05-22 16:49:53.627  阀芯位移值: 1639, PWMA: 7387, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45273
2025-05-22 16:49:53.833  阀芯位移值: 1640, PWMA: 7380, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45273
2025-05-22 16:49:54.029  阀芯位移值: 1640, PWMA: 7380, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45309
2025-05-22 16:49:54.235  阀芯位移值: 1639, PWMA: 7373, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45291
2025-05-22 16:49:54.448  阀芯位移值: 1579, PWMA: 7373, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 43632
2025-05-22 16:49:54.641  阀芯位移值: 1562, PWMA: 7366, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 43150
2025-05-22 16:49:54.850  阀芯位移值: 1554, PWMA: 7366, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42918
2025-05-22 16:49:55.056  阀芯位移值: 1550, PWMA: 7359, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42811
2025-05-22 16:49:55.263  阀芯位移值: 1550, PWMA: 7359, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42811
2025-05-22 16:49:55.460  阀芯位移值: 1569, PWMA: 7359, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 43346
2025-05-22 16:49:55.660  阀芯位移值: 1639, PWMA: 7352, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45273
2025-05-22 16:49:55.858  阀芯位移值: 1639, PWMA: 7352, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45291
2025-05-22 16:49:56.067  阀芯位移值: 1640, PWMA: 7344, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45309
2025-05-22 16:49:56.264  阀芯位移值: 1640, PWMA: 7344, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45327
2025-05-22 16:49:56.467  阀芯位移值: 1640, PWMA: 7337, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45309
2025-05-22 16:49:56.677  阀芯位移值: 1631, PWMA: 7337, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 45059
2025-05-22 16:49:56.878  阀芯位移值: 1607, PWMA: 7330, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 44417
2025-05-22 16:49:57.077  阀芯位移值: 1568, PWMA: 7330, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 43310
2025-05-22 16:49:57.283  阀芯位移值: 1552, PWMA: 7330, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42882
2025-05-22 16:49:57.493  阀芯位移值: 1545, PWMA: 7323, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42668
2025-05-22 16:49:57.686  阀芯位移值: 1542, PWMA: 7323, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42596
2025-05-22 16:49:57.893  阀芯位移值: 1538, PWMA: 7316, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42472
2025-05-22 16:49:58.098  阀芯位移值: 1536, PWMA: 7316, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42436
2025-05-22 16:49:58.309  阀芯位移值: 1534, PWMA: 7309, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42382
2025-05-22 16:49:58.499  阀芯位移值: 1534, PWMA: 7309, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42382
2025-05-22 16:49:58.716  阀芯位移值: 1532, PWMA: 7302, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42311
2025-05-22 16:49:58.911  阀芯位移值: 1531, PWMA: 7302, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42293
2025-05-22 16:49:59.126  阀芯位移值: 1531, PWMA: 7302, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42293
2025-05-22 16:49:59.311  阀芯位移值: 1530, PWMA: 7295, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42275
2025-05-22 16:49:59.518  阀芯位移值: 1530, PWMA: 7295, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42257
2025-05-22 16:49:59.726  阀芯位移值: 1528, PWMA: 7288, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42204
2025-05-22 16:49:59.945  阀芯位移值: 1529, PWMA: 7288, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42186
2025-05-22 16:50:00.125  阀芯位移值: 1528, PWMA: 7288, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42204
2025-05-22 16:50:00.327  阀芯位移值: 1529, PWMA: 7281, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42222
2025-05-22 16:50:00.544  阀芯位移值: 1528, PWMA: 7274, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42204
2025-05-22 16:50:00.735  阀芯位移值: 1527, PWMA: 7267, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42186
2025-05-22 16:50:00.944  阀芯位移值: 1529, PWMA: 7274, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42222
2025-05-22 16:50:01.147  阀芯位移值: 1529, PWMA: 7267, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42222
2025-05-22 16:50:01.351  阀芯位移值: 1529, PWMA: 7267, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42150
2025-05-22 16:50:01.549  阀芯位移值: 1526, PWMA: 7260, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42150
2025-05-22 16:50:01.752  阀芯位移值: 1525, PWMA: 7260, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42132
2025-05-22 16:50:01.956  阀芯位移值: 1527, PWMA: 7252, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42168
2025-05-22 16:50:02.163  阀芯位移值: 1525, PWMA: 7238, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42132
2025-05-22 16:50:02.363  阀芯位移值: 1528, PWMA: 7238, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42204
2025-05-22 16:50:02.568  阀芯位移值: 1526, PWMA: 7231, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42150
2025-05-22 16:50:02.768  阀芯位移值: 1529, PWMA: 7231, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42222
2025-05-22 16:50:02.973  阀芯位移值: 1527, PWMA: 7224, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42168
2025-05-22 16:50:03.176  阀芯位移值: 1526, PWMA: 7217, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42150
2025-05-22 16:50:03.379  阀芯位移值: 1526, PWMA: 7210, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42150
2025-05-22 16:50:03.578  阀芯位移值: 1526, PWMA: 7203, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42150
2025-05-22 16:50:03.801  阀芯位移值: 1527, PWMA: 7203, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42204
2025-05-22 16:50:03.989  阀芯位移值: 1525, PWMA: 7203, PWMB: 0, er: 0, isLVDT: 0, 外部模拟量: 0, LVDT反馈电压: 42132
